draw_date,draw_no,n1,n2,n3,n4,n5,n6,sp,source
2012-07-09,101000055,1,6,8,30,32,35,6,power_raw
2012-07-12,101000056,10,15,20,22,34,36,5,power_raw
2012-07-16,101000057,12,19,23,36,37,38,6,power_raw
2012-07-19,101000058,14,23,25,26,30,31,3,power_raw
2012-07-23,101000059,5,12,18,33,34,37,2,power_raw
2012-07-26,101000060,2,7,10,11,19,33,1,power_raw
2012-07-30,101000061,3,10,18,24,29,37,7,power_raw
2012-08-02,101000062,18,21,27,29,30,37,4,power_raw
2012-08-06,101000063,9,12,17,18,27,33,4,power_raw
2012-08-09,101000064,2,3,23,25,27,33,1,power_raw
2012-08-13,101000065,5,10,17,22,35,37,5,power_raw
2012-08-16,101000066,11,13,14,16,36,38,5,power_raw
2012-08-20,101000067,5,14,17,20,23,30,6,power_raw
2012-08-23,101000068,1,5,11,16,21,31,8,power_raw
2012-08-27,101000069,3,6,16,23,25,37,7,power_raw
2012-08-30,101000070,1,2,8,9,22,36,5,power_raw
2012-09-03,101000071,1,12,14,17,24,27,3,power_raw
2012-09-06,101000072,7,13,23,32,34,36,3,power_raw
2012-09-10,101000073,2,9,17,20,35,38,7,power_raw
2012-09-13,101000074,1,4,5,14,17,26,8,power_raw
2012-09-17,101000075,1,6,7,10,21,27,5,power_raw
2012-09-20,101000076,4,11,14,18,21,34,2,power_raw
2012-09-24,101000077,4,7,19,20,24,30,1,power_raw
2012-09-27,101000078,11,13,15,27,29,32,3,power_raw
2012-10-01,101000079,7,11,14,16,19,34,5,power_raw
2012-10-04,101000080,2,16,17,19,24,28,5,power_raw
2012-10-08,101000081,7,29,31,32,35,36,7,power_raw
2012-10-11,101000082,1,6,12,23,28,34,2,power_raw
2012-10-15,101000083,9,12,16,18,28,29,7,power_raw
2012-10-18,101000084,2,8,15,19,22,29,4,power_raw
2012-10-22,101000085,5,10,14,19,21,24,5,power_raw
2012-10-25,101000086,3,4,7,19,28,30,8,power_raw
2012-10-29,101000087,12,13,26,30,36,38,8,power_raw
2012-11-01,101000088,6,7,12,15,24,38,3,power_raw
2012-11-05,101000089,1,10,12,15,30,33,6,power_raw
2012-11-08,101000090,8,10,18,22,25,33,7,power_raw
2012-11-12,101000091,1,8,21,24,31,33,8,power_raw
2012-11-15,101000092,3,11,12,27,32,35,2,power_raw
2012-11-19,101000093,2,6,28,29,32,37,4,power_raw
2012-11-22,101000094,8,22,26,27,36,38,8,power_raw
2012-11-26,101000095,4,5,8,18,23,29,2,power_raw
2012-11-29,101000096,3,6,11,16,21,35,2,power_raw
2012-12-03,101000097,5,9,11,14,22,30,8,power_raw
2012-12-06,101000098,1,5,10,12,21,24,8,power_raw
2012-12-10,101000099,4,6,15,20,22,38,7,power_raw
2012-12-13,101000100,6,8,14,27,28,33,1,power_raw
2012-12-17,101000101,3,12,24,27,32,34,4,power_raw
2012-12-20,101000102,1,24,26,29,32,38,7,power_raw
2012-12-24,101000103,1,7,10,14,29,30,4,power_raw
2012-12-27,101000104,15,16,27,30,35,36,2,power_raw
2012-12-31,101000105,15,22,24,28,29,36,2,power_raw
2013-01-03,102000001,3,4,6,17,29,35,7,power_raw
2013-01-07,102000002,1,10,17,22,24,26,7,power_raw
2013-01-10,102000003,2,4,13,16,18,29,5,power_raw
2013-01-14,102000004,3,5,10,23,29,30,2,power_raw
2013-01-17,102000005,3,8,9,15,16,25,5,power_raw
2013-01-21,102000006,1,5,11,14,22,36,1,power_raw
2013-01-24,102000007,5,8,10,22,26,38,2,power_raw
2013-01-28,102000008,3,8,22,26,27,29,5,power_raw
2013-01-31,102000009,3,15,22,28,31,37,8,power_raw
2013-02-04,102000010,6,10,12,19,30,32,5,power_raw
2013-02-07,102000011,3,9,15,23,26,37,2,power_raw
2013-02-11,102000012,1,9,19,29,32,36,5,power_raw
2013-02-14,102000013,13,14,16,22,31,32,3,power_raw
2013-02-18,102000014,2,3,19,31,32,35,1,power_raw
2013-02-21,102000015,21,24,32,35,37,38,5,power_raw
2013-02-25,102000016,1,6,14,20,32,35,5,power_raw
2013-02-28,102000017,10,12,16,19,26,32,5,power_raw
2013-03-04,102000018,2,5,16,24,28,37,2,power_raw
2013-03-07,102000019,12,15,20,29,32,35,5,power_raw
2013-03-11,102000020,3,9,12,14,22,25,2,power_raw
2013-03-14,102000021,2,8,11,15,26,34,6,power_raw
2013-03-18,102000022,3,4,10,14,16,31,4,power_raw
2013-03-21,102000023,9,16,24,34,35,37,5,power_raw
2013-03-25,102000024,2,11,15,17,30,36,1,power_raw
2013-03-28,102000025,1,6,10,15,19,34,7,power_raw
2013-04-01,102000026,1,4,6,12,35,37,6,power_raw
2013-04-04,102000027,1,7,30,31,33,38,5,power_raw
2013-04-08,102000028,7,9,10,30,33,34,8,power_raw
2013-04-11,102000029,2,7,19,27,28,36,7,power_raw
2013-04-15,102000030,11,13,19,20,28,29,6,power_raw
2013-04-18,102000031,3,15,22,23,25,30,5,power_raw
2013-04-22,102000032,13,16,22,24,29,36,5,power_raw
2013-04-25,102000033,7,9,18,21,24,37,6,power_raw
2013-04-29,102000034,14,16,20,23,27,30,8,power_raw
2013-05-02,102000035,4,10,21,26,29,37,3,power_raw
2013-05-06,102000036,5,7,11,12,24,28,8,power_raw
2013-05-09,102000037,3,6,9,15,21,30,5,power_raw
2013-05-13,102000038,5,6,12,27,29,33,1,power_raw
2013-05-16,102000039,7,8,14,24,31,34,8,power_raw
2013-05-20,102000040,8,12,16,27,33,36,3,power_raw
2013-05-23,102000041,10,21,27,31,33,35,7,power_raw
2013-05-27,102000042,4,7,17,32,33,37,7,power_raw
2013-05-30,102000043,7,13,22,23,31,33,1,power_raw
2013-06-03,102000044,6,26,34,35,36,37,3,power_raw
2013-06-06,102000045,8,9,17,22,34,37,8,power_raw
2013-06-10,102000046,3,9,16,30,32,37,5,power_raw
2013-06-13,102000047,14,21,32,34,37,38,3,power_raw
2013-06-17,102000048,19,22,23,25,29,38,1,power_raw
2013-06-20,102000049,1,2,7,11,13,24,3,power_raw
2013-06-24,102000050,12,15,22,24,33,37,6,power_raw
2013-06-27,102000051,4,7,8,14,35,36,3,power_raw
2013-07-01,102000052,4,7,11,15,24,37,7,power_raw
2013-07-04,102000053,6,7,9,13,25,26,4,power_raw
2013-07-08,102000054,4,15,19,21,32,38,6,power_raw
2013-07-11,102000055,1,9,21,28,30,35,7,power_raw
2013-07-15,102000056,1,5,8,20,23,25,8,power_raw
2013-07-18,102000057,1,2,6,12,30,36,3,power_raw
2013-07-22,102000058,3,19,24,33,34,36,1,power_raw
2013-07-25,102000059,8,11,20,22,23,37,6,power_raw
2013-07-29,102000060,2,6,13,18,22,25,6,power_raw
2013-08-01,102000061,6,15,19,20,31,34,2,power_raw
2013-08-05,102000062,12,14,18,27,28,34,5,power_raw
2013-08-08,102000063,2,4,7,8,16,27,6,power_raw
2013-08-12,102000064,5,19,20,22,23,30,2,power_raw
2013-08-15,102000065,3,7,17,20,28,29,5,power_raw
2013-08-19,102000066,5,8,9,18,26,34,8,power_raw
2013-08-22,102000067,1,4,14,17,28,34,5,power_raw
2013-08-26,102000068,2,4,9,17,35,38,5,power_raw
2013-08-29,102000069,3,5,6,28,31,37,6,power_raw
2013-09-02,102000070,2,8,13,20,21,29,8,power_raw
2013-09-05,102000071,7,10,15,22,32,38,2,power_raw
2013-09-09,102000072,2,10,21,26,31,32,8,power_raw
2013-09-12,102000073,2,3,8,18,30,37,7,power_raw
2013-09-16,102000074,1,5,6,7,22,26,7,power_raw
2013-09-19,102000075,6,18,21,22,33,38,4,power_raw
2013-09-23,102000076,12,18,19,24,25,28,5,power_raw
2013-09-26,102000077,4,5,7,18,30,37,1,power_raw
2013-09-30,102000078,2,4,7,16,21,38,7,power_raw
2013-10-03,102000079,4,8,15,25,29,32,1,power_raw
2013-10-07,102000080,1,6,23,24,25,36,4,power_raw
2013-10-10,102000081,7,12,25,31,34,36,5,power_raw
2013-10-14,102000082,2,14,25,27,29,38,3,power_raw
2013-10-17,102000083,2,3,7,17,26,31,8,power_raw
2013-10-21,102000084,6,10,16,23,24,30,8,power_raw
2013-10-24,102000085,11,13,15,30,33,36,3,power_raw
2013-10-28,102000086,4,10,13,14,29,30,7,power_raw
2013-10-31,102000087,1,4,6,16,32,38,3,power_raw
2013-11-04,102000088,5,7,22,28,31,36,3,power_raw
2013-11-07,102000089,1,9,11,13,19,27,5,power_raw
2013-11-11,102000090,8,11,13,16,22,24,7,power_raw
2013-11-14,102000091,12,18,21,28,36,38,1,power_raw
2013-11-18,102000092,3,6,10,31,35,37,1,power_raw
2013-11-21,102000093,5,15,21,23,27,35,7,power_raw
2013-11-25,102000094,4,12,25,30,33,35,2,power_raw
2013-11-28,102000095,16,17,18,28,35,37,4,power_raw
2013-12-02,102000096,3,5,28,31,32,35,1,power_raw
2013-12-05,102000097,5,8,20,22,31,35,7,power_raw
2013-12-09,102000098,5,7,14,15,34,38,1,power_raw
2013-12-12,102000099,1,8,25,28,34,38,6,power_raw
2013-12-16,102000100,4,14,21,22,26,32,7,power_raw
2013-12-19,102000101,4,6,13,26,36,38,8,power_raw
2013-12-23,102000102,8,10,12,21,30,33,1,power_raw
2013-12-26,102000103,2,12,13,21,22,26,4,power_raw
2013-12-30,102000104,6,31,32,34,35,37,4,power_raw
2014-01-02,103000001,8,10,19,27,28,37,3,power_raw
2014-01-06,103000002,7,8,12,18,23,31,2,power_raw
2014-01-09,103000003,4,22,23,31,34,35,1,power_raw
2014-01-13,103000004,3,4,23,24,26,30,2,power_raw
2014-01-16,103000005,13,14,23,34,37,38,7,power_raw
2014-01-20,103000006,4,9,21,23,36,37,3,power_raw
2014-01-23,103000007,12,26,28,29,31,32,6,power_raw
2014-01-27,103000008,8,20,26,28,36,38,8,power_raw
2014-01-30,103000009,6,10,11,14,16,30,1,power_raw
2014-02-03,103000010,17,19,21,24,28,37,6,power_raw
2014-02-06,103000011,2,8,25,29,35,36,2,power_raw
2014-02-10,103000012,13,20,25,27,28,33,1,power_raw
2014-02-13,103000013,6,8,16,20,35,36,8,power_raw
2014-02-17,103000014,8,12,14,17,33,37,5,power_raw
2014-02-20,103000015,1,3,10,13,18,30,1,power_raw
2014-02-24,103000016,10,15,23,27,29,36,5,power_raw
2014-02-27,103000017,4,8,20,21,23,26,5,power_raw
2014-03-03,103000018,1,5,9,13,28,37,5,power_raw
2014-03-06,103000019,8,13,15,20,27,28,4,power_raw
2014-03-10,103000020,11,18,22,27,28,29,4,power_raw
2014-03-13,103000021,11,15,19,21,27,30,4,power_raw
2014-03-17,103000022,2,12,15,22,27,28,5,power_raw
2014-03-20,103000023,1,8,18,25,35,37,5,power_raw
2014-03-24,103000024,6,14,24,31,35,37,1,power_raw
2014-03-27,103000025,4,15,19,22,37,38,5,power_raw
2014-03-31,103000026,2,8,15,16,17,30,6,power_raw
2014-04-03,103000027,2,13,22,25,27,33,8,power_raw
2014-04-07,103000028,5,21,25,28,32,38,5,power_raw
2014-04-10,103000029,6,10,14,15,18,24,7,power_raw
2014-04-14,103000030,6,22,31,32,33,38,4,power_raw
2014-04-17,103000031,1,6,17,19,27,30,6,power_raw
2014-04-21,103000032,9,12,13,24,25,34,5,power_raw
2014-04-24,103000033,8,14,19,21,30,31,2,power_raw
2014-04-28,103000034,1,4,18,26,30,36,1,power_raw
2014-05-01,103000035,2,4,5,11,32,33,8,power_raw
2014-05-05,103000036,16,24,25,31,32,33,5,power_raw
2014-05-08,103000037,9,10,14,19,28,29,8,power_raw
2014-05-12,103000038,1,2,5,8,9,29,1,power_raw
2014-05-15,103000039,7,9,21,28,33,35,8,power_raw
2014-05-19,103000040,1,16,22,31,33,36,4,power_raw
2014-05-22,103000041,9,12,20,34,36,37,3,power_raw
2014-05-26,103000042,2,9,10,19,22,32,5,power_raw
2014-05-29,103000043,18,19,22,27,32,35,2,power_raw
2014-06-02,103000044,7,11,14,20,31,34,7,power_raw
2014-06-05,103000045,8,10,12,19,20,37,1,power_raw
2014-06-09,103000046,4,5,14,18,21,33,2,power_raw
2014-06-12,103000047,4,14,19,22,27,30,5,power_raw
2014-06-16,103000048,3,11,24,27,29,37,1,power_raw
2014-06-19,103000049,10,11,16,24,29,30,1,power_raw
2014-06-23,103000050,4,14,18,19,26,34,3,power_raw
2014-06-26,103000051,4,12,19,24,27,30,7,power_raw
2014-06-30,103000052,4,14,21,25,28,29,2,power_raw
2014-07-03,103000053,8,10,14,22,31,36,4,power_raw
2014-07-07,103000054,4,10,14,30,32,33,8,power_raw
2014-07-10,103000055,1,2,10,21,22,31,8,power_raw
2014-07-14,103000056,1,18,25,26,37,38,6,power_raw
2014-07-17,103000057,16,20,21,27,29,37,3,power_raw
2014-07-21,103000058,1,3,4,10,13,37,1,power_raw
2014-07-24,103000059,6,17,25,29,35,36,1,power_raw
2014-07-28,103000060,5,11,15,16,23,35,1,power_raw
2014-07-31,103000061,1,15,17,31,33,38,2,power_raw
2014-08-04,103000062,5,10,18,26,28,33,2,power_raw
2014-08-07,103000063,17,18,23,25,26,36,5,power_raw
2014-08-11,103000064,14,16,25,27,29,36,7,power_raw
2014-08-14,103000065,4,11,12,16,19,23,6,power_raw
2014-08-18,103000066,10,12,18,31,34,37,5,power_raw
2014-08-21,103000067,18,22,23,25,32,36,6,power_raw
2014-08-25,103000068,3,5,10,20,26,30,6,power_raw
2014-08-28,103000069,1,15,23,24,26,29,5,power_raw
2014-09-01,103000070,5,14,22,23,26,32,8,power_raw
2014-09-04,103000071,1,8,10,14,24,26,1,power_raw
2014-09-08,103000072,5,18,19,21,31,37,8,power_raw
2014-09-11,103000073,5,7,15,25,29,37,8,power_raw
2014-09-15,103000074,3,14,15,20,21,28,8,power_raw
2014-09-18,103000075,5,10,15,23,24,35,6,power_raw
2014-09-22,103000076,8,15,18,23,31,37,8,power_raw
2014-09-25,103000077,10,12,22,26,28,36,8,power_raw
2014-09-29,103000078,2,8,15,27,28,36,7,power_raw
2014-10-02,103000079,4,12,13,26,31,33,6,power_raw
2014-10-06,103000080,15,20,22,25,33,35,7,power_raw
2014-10-09,103000081,2,6,7,8,9,38,8,power_raw
2014-10-13,103000082,3,19,26,30,33,35,2,power_raw
2014-10-16,103000083,9,11,12,20,24,30,2,power_raw
2014-10-20,103000084,11,21,25,30,34,37,1,power_raw
2014-10-23,103000085,8,12,27,28,35,38,6,power_raw
2014-10-27,103000086,7,9,10,24,37,38,8,power_raw
2014-10-30,103000087,6,8,9,10,27,34,6,power_raw
2014-11-03,103000088,2,6,8,11,26,38,7,power_raw
2014-11-06,103000089,5,15,19,20,32,36,3,power_raw
2014-11-10,103000090,1,6,14,17,31,34,8,power_raw
2014-11-13,103000091,12,14,15,17,27,35,6,power_raw
2014-11-17,103000092,5,6,13,24,32,34,1,power_raw
2014-11-20,103000093,12,17,30,31,33,35,4,power_raw
2014-11-24,103000094,3,5,19,22,24,32,2,power_raw
2014-11-27,103000095,1,2,21,29,33,36,8,power_raw
2014-12-01,103000096,1,2,7,14,19,31,7,power_raw
2014-12-04,103000097,2,5,7,11,22,36,6,power_raw
2014-12-08,103000098,11,20,24,27,35,38,8,power_raw
2014-12-11,103000099,7,12,13,21,24,28,6,power_raw
2014-12-15,103000100,5,10,11,15,36,38,6,power_raw
2014-12-18,103000101,1,5,18,20,26,29,5,power_raw
2014-12-22,103000102,1,4,5,13,19,37,2,power_raw
2014-12-25,103000103,3,6,10,14,23,36,1,power_raw
2014-12-29,103000104,2,4,9,10,11,37,2,power_raw
2015-01-01,104000001,1,3,5,11,17,21,2,power_raw
2015-01-05,104000002,1,6,15,23,26,34,6,power_raw
2015-01-08,104000003,3,13,17,29,36,38,7,power_raw
2015-01-12,104000004,16,25,30,35,36,37,5,power_raw
2015-01-15,104000005,1,3,16,28,29,37,2,power_raw
2015-01-19,104000006,4,8,9,21,32,33,2,power_raw
2015-01-22,104000007,14,18,26,27,30,36,5,power_raw
2015-01-26,104000008,4,12,24,25,33,38,4,power_raw
2015-01-29,104000009,1,4,14,18,29,30,8,power_raw
2015-02-02,104000010,1,4,17,24,26,27,7,power_raw
2015-02-05,104000011,3,10,16,25,29,37,1,power_raw
2015-02-09,104000012,1,3,4,15,16,34,2,power_raw
2015-02-12,104000013,7,8,10,25,33,36,3,power_raw
2015-02-16,104000014,4,5,7,23,24,30,2,power_raw
2015-02-19,104000015,4,12,13,15,23,38,4,power_raw
2015-02-23,104000016,5,13,31,34,35,38,2,power_raw
2015-02-26,104000017,8,21,22,26,32,37,4,power_raw
2015-03-02,104000018,9,11,12,21,31,36,7,power_raw
2015-03-05,104000019,2,4,8,13,24,26,2,power_raw
2015-03-09,104000020,3,12,16,18,21,36,3,power_raw
2015-03-12,104000021,1,2,14,22,27,30,1,power_raw
2015-03-16,104000022,5,8,20,22,30,34,8,power_raw
2015-03-19,104000023,6,17,30,34,35,38,2,power_raw
2015-03-23,104000024,10,12,17,18,27,32,5,power_raw
2015-03-26,104000025,6,14,24,26,36,38,3,power_raw
2015-03-30,104000026,1,8,10,19,23,24,5,power_raw
2015-04-02,104000027,1,8,12,18,19,37,5,power_raw
2015-04-06,104000028,1,7,20,22,25,32,8,power_raw
2015-04-09,104000029,2,6,11,12,15,28,2,power_raw
2015-04-13,104000030,5,12,20,23,32,37,2,power_raw
2015-04-16,104000031,3,8,26,28,29,35,3,power_raw
2015-04-20,104000032,11,21,22,24,25,26,6,power_raw
2015-04-23,104000033,9,11,15,25,28,38,3,power_raw
2015-04-27,104000034,2,12,14,26,34,37,2,power_raw
2015-04-30,104000035,12,13,23,26,32,35,4,power_raw
2015-05-04,104000036,6,8,13,16,25,33,3,power_raw
2015-05-07,104000037,7,13,18,24,26,27,6,power_raw
2015-05-11,104000038,3,5,10,23,30,31,4,power_raw
2015-05-14,104000039,10,15,16,22,30,35,5,power_raw
2015-05-18,104000040,5,6,13,17,23,38,8,power_raw
2015-05-21,104000041,1,6,12,15,25,37,2,power_raw
2015-05-25,104000042,4,7,11,25,30,38,4,power_raw
2015-05-28,104000043,19,21,22,25,31,33,1,power_raw
2015-06-01,104000044,2,23,25,32,34,37,6,power_raw
2015-06-04,104000045,3,15,21,24,33,35,2,power_raw
2015-06-08,104000046,6,10,11,13,19,28,1,power_raw
2015-06-11,104000047,9,24,26,27,37,38,6,power_raw
2015-06-15,104000048,4,7,8,25,31,35,8,power_raw
2015-06-18,104000049,5,8,13,17,21,38,5,power_raw
2015-06-22,104000050,3,5,11,19,26,27,2,power_raw
2015-06-25,104000051,3,8,10,17,27,37,8,power_raw
2015-06-29,104000052,7,24,25,26,27,29,7,power_raw
2015-07-02,104000053,7,23,29,31,36,37,8,power_raw
2015-07-06,104000054,7,11,12,14,22,27,3,power_raw
2015-07-09,104000055,3,4,15,27,32,36,5,power_raw
2015-07-13,104000056,1,12,17,27,29,31,6,power_raw
2015-07-16,104000057,1,2,7,24,31,38,8,power_raw
2015-07-20,104000058,13,16,28,33,35,37,8,power_raw
2015-07-23,104000059,2,3,11,16,18,29,4,power_raw
2015-07-27,104000060,4,7,23,26,30,36,7,power_raw
2015-07-30,104000061,3,9,11,16,23,24,4,power_raw
2015-08-03,104000062,17,18,28,30,36,38,4,power_raw
2015-08-06,104000063,6,8,9,14,22,24,3,power_raw
2015-08-10,104000064,6,16,18,20,24,38,7,power_raw
2015-08-13,104000065,6,13,25,27,29,33,1,power_raw
2015-08-17,104000066,15,19,23,27,28,33,2,power_raw
2015-08-20,104000067,3,7,20,21,24,33,8,power_raw
2015-08-24,104000068,13,17,18,22,29,31,3,power_raw
2015-08-27,104000069,2,17,23,27,30,34,1,power_raw
2015-08-31,104000070,12,15,24,31,36,37,6,power_raw
2015-09-03,104000071,3,4,5,15,16,33,6,power_raw
2015-09-07,104000072,7,24,25,28,31,34,3,power_raw
2015-09-10,104000073,15,22,25,26,32,34,4,power_raw
